po_id,warehouse_id,product_id,po_price_total,po_price_per_unit,unit,manufacturing_date,po_date,arrival_date,expire_date,qty
PO-01358,WH-03,PRD-0090,33620.13,140.67,ชิ้น,2024-06-04,2024-06-11,2024-07-02,2025-10-24,239
PO-01359,WH-01,PRD-0037,19314.94,91.54,ชิ้น,2024-11-14,2024-11-21,2024-11-26,2025-08-18,211
PO-01360,WH-02,PRD-0050,45135.0,177.0,ชิ้น,2025-06-04,2025-06-05,2025-06-07,2025-06-08,255
PO-01361,WH-01,PRD-0072,20507.04,27.27,ชิ้น,2023-12-02,2023-12-06,2023-12-14,2027-01-08,752
PO-01362,WH-03,PRD-0024,30417.24,103.46,ชิ้น,2023-12-22,2023-12-26,2023-12-28,2025-12-27,294
PO-01363,WH-02,PRD-0038,189023.3,112.18,ชิ้น,2024-02-21,2024-02-23,2024-02-24,2024-12-28,1685
PO-01364,WH-01,PRD-0041,257254.4,200.98,ชิ้น,2024-05-23,2024-05-24,2024-06-09,2025-11-29,1280
PO-01365,WH-02,PRD-0062,63043.6,79.4,ชิ้น,2024-05-01,2024-05-05,2024-05-07,2025-03-13,794
PO-01366,WH-03,PRD-0069,197336.44,105.19,ชิ้น,2024-02-10,2024-02-16,2024-02-23,2025-01-02,1876
PO-01367,WH-02,PRD-0011,58957.05,37.15,ชิ้น,2025-01-04,2025-01-10,2025-01-13,2025-06-16,1587
PO-01368,WH-03,PRD-0080,75664.8,101.7,ชิ้น,2025-07-14,2025-07-15,2025-07-16,2025-07-17,744
PO-01369,WH-02,PRD-0063,137015.7,154.82,ชิ้น,2024-03-15,2024-03-17,2024-03-25,2025-09-12,885
PO-01370,WH-03,PRD-0042,115488.0,72.0,ชิ้น,2023-12-04,2023-12-07,2023-12-15,2024-04-09,1604
PO-01371,WH-01,PRD-0002,12735.36,8.04,ชิ้น,2023-12-02,2023-12-08,2023-12-26,2026-01-31,1584
PO-01372,WH-01,PRD-0039,69536.25,220.75,ชิ้น,2025-06-22,2025-06-24,2025-06-25,2025-06-28,315
PO-01373,WH-02,PRD-0028,184437.68,166.46,ชิ้น,2023-12-02,2023-12-05,2023-12-07,2026-12-01,1108
PO-01374,WH-01,PRD-0051,11121.3,82.38,ชิ้น,2024-08-02,2024-08-03,2024-08-04,2024-08-06,135
PO-01375,WH-01,PRD-0048,19788.28,63.02,ชิ้น,2023-12-24,2023-12-30,2024-01-20,2025-08-24,314
PO-01376,WH-02,PRD-0055,91956.5,52.1,ชิ้น,2024-02-09,2024-02-14,2024-02-18,2025-11-05,1765
PO-01377,WH-01,PRD-0002,8982.18,7.18,ชิ้น,2023-12-02,2023-12-03,2023-12-09,2026-01-31,1251
PO-01378,WH-03,PRD-0008,166149.6,310.56,ชิ้น,2024-04-26,2024-04-28,2024-04-29,2024-05-02,535
PO-01379,WH-03,PRD-0003,110091.85,187.55,ชิ้น,2025-11-06,2025-11-07,2025-11-11,2025-11-12,587
PO-01380,WH-02,PRD-0097,83656.74,68.91,ชิ้น,2023-12-02,2023-12-07,2023-12-19,2027-05-17,1214
PO-01381,WH-01,PRD-0030,74577.58,60.83,ชิ้น,2024-03-06,2024-03-10,2024-03-12,2025-01-25,1226
PO-01382,WH-03,PRD-0007,71663.08,47.24,ชิ้น,2024-01-15,2024-01-17,2024-02-01,2024-08-25,1517
PO-01383,WH-02,PRD-0045,38042.94,19.38,ชิ้น,2023-12-22,2023-12-25,2024-01-03,2025-11-20,1963
PO-01384,WH-03,PRD-0081,329695.07,164.93,ชิ้น,2024-10-23,2024-10-25,2024-10-31,2024-11-02,1999
PO-01385,WH-03,PRD-0072,20132.16,32.16,ชิ้น,2023-12-02,2023-12-05,2023-12-13,2027-01-08,626
PO-01386,WH-01,PRD-0066,21179.68,69.67,ชิ้น,2025-09-07,2025-09-08,2025-09-14,2025-09-15,304
PO-01387,WH-03,PRD-0071,193539.5,228.5,ชิ้น,2024-05-29,2024-06-03,2024-06-10,2025-07-13,847
PO-01388,WH-02,PRD-0037,159534.9,99.09,ชิ้น,2024-06-26,2024-06-28,2024-07-04,2025-03-30,1610
PO-01389,WH-03,PRD-0077,33088.1,40.9,ชิ้น,2024-08-10,2024-08-15,2024-08-31,2025-08-10,809
PO-01390,WH-02,PRD-0007,67371.72,45.46,ชิ้น,2023-12-14,2023-12-16,2023-12-30,2024-07-24,1482
PO-01391,WH-02,PRD-0014,128840.25,72.75,ชิ้น,2024-02-09,2024-02-13,2024-02-14,2025-12-10,1771
PO-01392,WH-01,PRD-0058,32032.48,48.83,ชิ้น,2023-12-02,2023-12-08,2023-12-13,2028-04-24,656
PO-01393,WH-02,PRD-0097,148817.04,78.49,ชิ้น,2023-12-02,2023-12-03,2023-12-08,2027-05-17,1896
PO-01394,WH-02,PRD-0026,600825.05,356.15,ชิ้น,2024-12-10,2024-12-11,2024-12-12,2024-12-15,1687
PO-01395,WH-02,PRD-0010,23101.35,50.55,ชิ้น,2024-01-05,2024-01-09,2024-01-17,2025-04-12,457
PO-01396,WH-03,PRD-0087,335205.0,248.3,ชิ้น,2023-12-02,2023-12-06,2023-12-22,2026-05-18,1350
PO-01397,WH-02,PRD-0013,49372.4,53.9,ชิ้น,2025-05-24,2025-05-28,2025-06-16,2025-07-21,916
PO-01398,WH-02,PRD-0008,84475.42,269.03,ชิ้น,2024-10-06,2024-10-07,2024-10-09,2024-10-12,314
PO-01399,WH-03,PRD-0032,29674.94,41.33,ชิ้น,2025-07-04,2025-07-07,2025-07-08,2025-07-17,718
PO-01400,WH-02,PRD-0091,32434.08,54.88,ชิ้น,2024-12-10,2024-12-12,2024-12-16,2025-08-12,591
PO-01401,WH-02,PRD-0088,172945.28,117.49,ชิ้น,2024-03-30,2024-04-04,2024-04-06,2025-11-25,1472
PO-01402,WH-03,PRD-0041,157291.52,158.56,ชิ้น,2024-06-07,2024-06-08,2024-06-29,2025-12-14,992
PO-01403,WH-03,PRD-0068,48862.12,39.79,ชิ้น,2024-07-11,2024-07-17,2024-07-27,2025-05-11,1228
PO-01404,WH-02,PRD-0092,130367.58,105.22,ชิ้น,2023-12-23,2023-12-27,2023-12-31,2025-12-17,1239
PO-01405,WH-01,PRD-0071,119705.6,267.2,ชิ้น,2024-10-07,2024-10-11,2024-10-20,2025-11-21,448
PO-01406,WH-03,PRD-0081,218768.65,183.07,ชิ้น,2025-06-14,2025-06-15,2025-06-21,2025-06-24,1195
PO-01407,WH-02,PRD-0088,16836.0,112.24,ชิ้น,2024-02-02,2024-02-08,2024-02-24,2025-09-29,150
PO-01408,WH-03,PRD-0061,61224.24,265.04,ชิ้น,2024-08-08,2024-08-09,2024-08-10,2024-08-11,231
PO-01409,WH-01,PRD-0073,26899.95,69.87,ชิ้น,2024-06-03,2024-06-07,2024-06-23,2025-05-18,385
PO-01410,WH-01,PRD-0031,14335.74,32.73,ชิ้น,2024-01-07,2024-01-13,2024-02-02,2025-08-28,438
PO-01411,WH-02,PRD-0090,73235.0,151.0,ชิ้น,2024-01-05,2024-01-07,2024-01-26,2025-05-26,485
PO-01412,WH-02,PRD-0052,13583.6,23.42,ชิ้น,2024-09-14,2024-09-16,2024-09-27,2025-10-18,580
PO-01413,WH-01,PRD-0031,49260.8,28.64,ชิ้น,2024-03-28,2024-04-01,2024-04-21,2025-11-17,1720
PO-01414,WH-03,PRD-0076,16714.08,38.69,ชิ้น,2023-12-16,2023-12-20,2023-12-28,2025-12-15,432
PO-01415,WH-03,PRD-0080,32764.64,87.14,ชิ้น,2025-06-01,2025-06-02,2025-06-03,2025-06-04,376
PO-01416,WH-01,PRD-0006,24344.5,45.25,ชิ้น,2023-12-24,2023-12-25,2023-12-30,2024-01-05,538
PO-01417,WH-01,PRD-0089,19339.44,105.68,ชิ้น,2024-06-12,2024-06-14,2024-06-20,2024-09-27,183
PO-01418,WH-02,PRD-0067,4855.5,7.47,ชิ้น,2024-10-01,2024-10-05,2024-10-08,2025-04-17,650
PO-01419,WH-03,PRD-0078,54326.25,48.29,ชิ้น,2024-10-08,2024-10-09,2024-10-25,2025-07-07,1125
PO-01420,WH-02,PRD-0043,96521.7,53.18,ชิ้น,2024-09-02,2024-09-08,2024-09-19,2025-03-11,1815
PO-01421,WH-02,PRD-0017,6189.02,37.06,ชิ้น,2023-12-02,2023-12-06,2023-12-17,2026-09-10,167
PO-01422,WH-03,PRD-0056,309710.08,211.84,ชิ้น,2024-01-06,2024-01-08,2024-01-26,2025-04-09,1462
PO-01423,WH-01,PRD-0029,4461.6,40.56,ชิ้น,2025-01-07,2025-01-14,2025-01-24,2025-04-08,110
PO-01424,WH-01,PRD-0032,56159.7,39.3,ชิ้น,2025-02-16,2025-02-18,2025-02-21,2025-03-01,1429
PO-01425,WH-02,PRD-0064,189175.02,187.86,ชิ้น,2023-12-02,2023-12-04,2023-12-07,2026-01-26,1007
PO-01426,WH-03,PRD-0054,102073.14,93.99,ชิ้น,2024-01-05,2024-01-09,2024-01-22,2024-06-27,1086
PO-01427,WH-03,PRD-0039,202414.59,196.71,ชิ้น,2025-02-27,2025-02-28,2025-03-02,2025-03-05,1029
PO-01428,WH-02,PRD-0072,4391.29,27.97,ชิ้น,2023-12-02,2023-12-09,2023-12-11,2027-01-08,157
PO-01429,WH-03,PRD-0043,37839.16,54.76,ชิ้น,2025-04-30,2025-05-07,2025-05-17,2025-11-06,691
PO-01430,WH-03,PRD-0018,95862.78,150.02,ชิ้น,2024-06-29,2024-06-30,2024-07-21,2025-12-02,639
PO-01431,WH-03,PRD-0061,184375.02,279.78,ชิ้น,2024-04-15,2024-04-16,2024-04-17,2024-04-18,659
PO-01432,WH-03,PRD-0003,301838.4,219.2,ชิ้น,2025-03-30,2025-04-01,2025-04-04,2025-04-05,1377
PO-01433,WH-02,PRD-0022,236255.46,241.57,ชิ้น,2024-12-16,2024-12-17,2024-12-19,2024-12-20,978
PO-01434,WH-01,PRD-0021,15194.0,8.56,ชิ้น,2023-12-02,2023-12-08,2023-12-21,2028-06-17,1775
PO-01435,WH-03,PRD-0025,45090.42,32.07,ชิ้น,2025-09-11,2025-09-18,2025-10-01,2025-11-20,1406
PO-01436,WH-02,PRD-0034,245517.24,159.22,ชิ้น,2024-04-26,2024-04-30,2024-05-09,2025-11-06,1542
PO-01437,WH-03,PRD-0041,195134.04,186.91,ชิ้น,2024-01-24,2024-01-25,2024-02-11,2025-08-01,1044
PO-01438,WH-03,PRD-0028,274918.03,185.63,ชิ้น,2023-12-02,2023-12-08,2023-12-24,2026-12-01,1481
PO-01439,WH-03,PRD-0096,271658.58,153.74,ชิ้น,2024-04-22,2024-04-29,2024-05-19,2025-07-16,1767
PO-01440,WH-02,PRD-0010,68827.44,53.94,ชิ้น,2024-08-17,2024-08-21,2024-08-23,2025-11-23,1276
PO-01441,WH-03,PRD-0076,61591.2,46.66,ชิ้น,2023-12-28,2023-12-31,2024-01-01,2025-12-27,1320
PO-01442,WH-03,PRD-0037,169587.36,113.97,ชิ้น,2024-03-17,2024-03-19,2024-04-02,2024-12-19,1488
PO-01443,WH-02,PRD-0100,117162.81,178.33,ชิ้น,2024-04-14,2024-04-16,2024-04-26,2024-04-27,657
PO-01444,WH-02,PRD-0033,8154.61,31.73,ชิ้น,2023-12-02,2023-12-04,2023-12-22,2026-07-08,257
PO-01445,WH-03,PRD-0075,91986.18,46.86,ชิ้น,2023-12-03,2023-12-09,2023-12-13,2025-12-25,1963
PO-01446,WH-03,PRD-0043,39680.0,62.0,ชิ้น,2024-11-13,2024-11-15,2024-11-24,2025-05-22,640
PO-01447,WH-01,PRD-0003,254601.44,171.68,ชิ้น,2025-11-02,2025-11-04,2025-11-06,2025-11-08,1483
PO-01448,WH-03,PRD-0095,156685.2,81.1,ชิ้น,2024-02-10,2024-02-12,2024-03-02,2025-01-23,1932
PO-01449,WH-03,PRD-0068,71322.68,37.07,ชิ้น,2024-08-12,2024-08-15,2024-08-21,2025-06-12,1924
PO-01450,WH-01,PRD-0082,98070.28,131.11,ชิ้น,2023-12-02,2023-12-06,2023-12-23,2026-10-03,748
PO-01451,WH-02,PRD-0090,27797.98,153.58,ชิ้น,2024-06-17,2024-06-22,2024-07-09,2025-11-06,181
PO-01452,WH-01,PRD-0019,20382.74,43.46,ชิ้น,2023-12-02,2023-12-08,2023-12-26,2028-07-16,469
PO-01453,WH-02,PRD-0084,9618.0,57.25,ชิ้น,2023-12-02,2023-12-07,2023-12-17,2026-03-13,168
PO-01454,WH-02,PRD-0009,37643.16,33.64,ชิ้น,2023-12-02,2023-12-08,2023-12-11,2026-05-13,1119
PO-01455,WH-01,PRD-0094,78815.91,53.29,ชิ้น,2024-06-08,2024-06-12,2024-06-22,2025-10-09,1479
PO-01456,WH-03,PRD-0060,237718.98,193.74,ชิ้น,2024-04-18,2024-04-22,2024-04-23,2025-08-26,1227
PO-01457,WH-03,PRD-0097,49922.88,69.92,ชิ้น,2023-12-02,2023-12-08,2023-12-23,2027-05-17,714
PO-01458,WH-02,PRD-0080,124757.22,103.02,ชิ้น,2025-01-01,2025-01-02,2025-01-03,2025-01-04,1211
PO-01459,WH-03,PRD-0001,118412.71,65.53,ชิ้น,2023-12-02,2023-12-04,2023-12-11,2026-09-12,1807
PO-01460,WH-01,PRD-0051,14352.93,93.81,ชิ้น,2024-01-31,2024-02-01,2024-02-03,2024-02-04,153
PO-01461,WH-02,PRD-0011,33094.8,38.04,ชิ้น,2024-03-12,2024-03-16,2024-03-27,2024-08-22,870
PO-01462,WH-02,PRD-0046,73656.0,47.52,ชิ้น,2025-05-03,2025-05-05,2025-05-07,2025-05-09,1550
PO-01463,WH-02,PRD-0043,97032.64,68.72,ชิ้น,2025-01-13,2025-01-16,2025-01-27,2025-07-22,1412
PO-01464,WH-02,PRD-0097,129820.74,69.46,ชิ้น,2023-12-02,2023-12-03,2023-12-09,2027-05-17,1869
PO-01465,WH-02,PRD-0033,31016.96,33.28,ชิ้น,2023-12-02,2023-12-03,2023-12-05,2026-07-08,932
PO-01466,WH-03,PRD-0050,184847.0,191.75,ชิ้น,2025-01-29,2025-01-30,2025-02-01,2025-02-02,964
PO-01467,WH-01,PRD-0088,70461.82,90.22,ชิ้น,2024-03-08,2024-03-11,2024-03-20,2025-11-03,781
PO-01468,WH-01,PRD-0042,23155.6,63.44,ชิ้น,2024-08-20,2024-08-27,2024-09-06,2024-12-25,365
PO-01469,WH-01,PRD-0034,298679.94,183.69,ชิ้น,2024-05-06,2024-05-10,2024-05-20,2025-11-16,1626
PO-01470,WH-01,PRD-0001,108714.39,64.29,ชิ้น,2023-12-02,2023-12-04,2023-12-11,2026-09-12,1691
PO-01471,WH-02,PRD-0068,76374.76,39.82,ชิ้น,2024-07-07,2024-07-08,2024-07-25,2025-05-07,1918
PO-01472,WH-01,PRD-0100,325009.05,184.35,ชิ้น,2025-03-27,2025-03-28,2025-03-30,2025-04-09,1763
PO-01473,WH-01,PRD-0058,26617.44,48.22,ชิ้น,2023-12-02,2023-12-03,2023-12-23,2028-04-24,552
PO-01474,WH-02,PRD-0039,94341.55,258.47,ชิ้น,2025-05-09,2025-05-11,2025-05-12,2025-05-15,365
PO-01475,WH-01,PRD-0023,89650.6,53.3,ชิ้น,2023-12-02,2023-12-08,2023-12-10,2026-10-27,1682
PO-01476,WH-03,PRD-0070,106249.68,68.24,ชิ้น,2024-01-02,2024-01-07,2024-01-16,2024-07-10,1557
PO-01477,WH-01,PRD-0096,68482.0,141.2,ชิ้น,2024-09-23,2024-09-24,2024-10-13,2025-12-17,485
PO-01478,WH-02,PRD-0099,103611.96,76.41,ชิ้น,2024-10-07,2024-10-11,2024-10-31,2025-08-09,1356
PO-01479,WH-03,PRD-0063,320528.38,173.54,ชิ้น,2024-02-09,2024-02-12,2024-02-17,2025-08-08,1847
PO-01480,WH-02,PRD-0072,7589.8,27.7,ชิ้น,2023-12-02,2023-12-06,2023-12-26,2027-01-08,274
PO-01481,WH-03,PRD-0035,9224.12,121.37,ชิ้น,2024-01-14,2024-01-18,2024-01-22,2024-01-28,76
PO-01482,WH-02,PRD-0046,81118.45,51.05,ชิ้น,2024-10-03,2024-10-04,2024-10-07,2024-10-09,1589
PO-01483,WH-03,PRD-0064,293110.72,215.84,ชิ้น,2023-12-02,2023-12-07,2023-12-16,2026-01-26,1358
PO-01484,WH-01,PRD-0087,388060.47,207.63,ชิ้น,2023-12-02,2023-12-09,2023-12-30,2026-05-18,1869
PO-01485,WH-03,PRD-0098,15407.0,108.5,ชิ้น,2023-12-08,2023-12-09,2023-12-15,2025-12-30,142
PO-01486,WH-03,PRD-0092,60331.08,107.16,ชิ้น,2023-12-04,2023-12-11,2023-12-19,2025-11-28,563
PO-01487,WH-02,PRD-0012,444895.2,232.2,ชิ้น,2023-12-04,2023-12-07,2023-12-24,2025-12-26,1916
PO-01488,WH-03,PRD-0036,290807.46,164.02,ชิ้น,2025-03-25,2025-03-26,2025-03-28,2025-03-29,1773
PO-01489,WH-01,PRD-0020,128883.9,250.26,ชิ้น,2024-07-14,2024-07-20,2024-08-04,2025-11-08,515
PO-01490,WH-02,PRD-0061,292626.6,256.69,ชิ้น,2024-12-07,2024-12-08,2024-12-09,2024-12-10,1140
PO-01491,WH-02,PRD-0085,29743.26,159.91,ชิ้น,2024-03-19,2024-03-25,2024-04-03,2025-09-13,186
PO-01492,WH-03,PRD-0088,141980.46,92.98,ชิ้น,2023-12-02,2023-12-07,2023-12-24,2025-07-29,1527
PO-01493,WH-03,PRD-0097,24099.5,76.75,ชิ้น,2023-12-02,2023-12-05,2023-12-26,2027-05-17,314
PO-01494,WH-02,PRD-0067,12442.68,8.43,ชิ้น,2024-09-10,2024-09-11,2024-09-30,2025-03-27,1476
PO-01495,WH-01,PRD-0054,51000.56,92.56,ชิ้น,2024-07-14,2024-07-16,2024-07-30,2025-01-04,551
PO-01496,WH-03,PRD-0004,46676.22,34.17,ชิ้น,2023-12-19,2023-12-23,2024-01-12,2025-12-31,1366
PO-01497,WH-02,PRD-0097,26739.86,68.74,ชิ้น,2023-12-02,2023-12-09,2023-12-25,2027-05-17,389
PO-01498,WH-03,PRD-0038,44709.86,93.34,ชิ้น,2024-07-16,2024-07-18,2024-07-19,2025-05-23,479
PO-01499,WH-02,PRD-0050,93962.52,222.66,ชิ้น,2024-07-07,2024-07-08,2024-07-10,2024-07-11,422
PO-01500,WH-03,PRD-0012,499569.4,257.51,ชิ้น,2023-12-03,2023-12-07,2023-12-25,2025-12-25,1940
PO-01501,WH-01,PRD-0065,8031.9,12.3,ชิ้น,2023-12-02,2023-12-06,2023-12-18,2028-01-23,653
PO-01502,WH-03,PRD-0044,94282.76,136.84,ชิ้น,2025-06-15,2025-06-18,2025-06-25,2025-06-26,689
PO-01503,WH-02,PRD-0003,344038.5,176.43,ชิ้น,2024-04-16,2024-04-18,2024-04-21,2024-04-22,1950
PO-01504,WH-01,PRD-0019,60752.76,43.77,ชิ้น,2023-12-02,2023-12-06,2023-12-26,2028-07-16,1388
PO-01505,WH-03,PRD-0065,1365.0,13.0,ชิ้น,2023-12-02,2023-12-04,2023-12-12,2028-01-23,105
PO-01506,WH-03,PRD-0061,466537.44,267.51,ชิ้น,2024-01-07,2024-01-08,2024-01-09,2024-01-10,1744
PO-01507,WH-03,PRD-0035,155730.0,134.25,ชิ้น,2025-03-04,2025-03-05,2025-03-16,2025-03-18,1160
PO-01508,WH-02,PRD-0071,404915.56,237.07,ชิ้น,2024-07-17,2024-07-22,2024-08-02,2025-08-31,1708
PO-01509,WH-02,PRD-0091,10330.5,53.25,ชิ้น,2025-03-01,2025-03-05,2025-03-21,2025-11-01,194
PO-01510,WH-02,PRD-0041,85408.48,184.07,ชิ้น,2023-12-21,2023-12-28,2024-01-15,2025-06-28,464
PO-01511,WH-03,PRD-0070,84448.36,58.12,ชิ้น,2025-03-09,2025-03-15,2025-03-22,2025-09-15,1453
PO-01512,WH-03,PRD-0060,33238.95,179.67,ชิ้น,2024-01-04,2024-01-07,2024-01-23,2025-05-13,185
PO-01513,WH-01,PRD-0078,65989.12,55.36,ชิ้น,2024-06-08,2024-06-13,2024-07-03,2025-03-07,1192
PO-01514,WH-03,PRD-0098,157051.82,117.73,ชิ้น,2023-12-08,2023-12-15,2024-01-02,2025-12-30,1334
PO-01515,WH-03,PRD-0027,19083.6,32.4,ชิ้น,2023-12-30,2024-01-03,2024-01-10,2025-12-10,589
PO-01516,WH-01,PRD-0068,63998.9,35.3,ชิ้น,2023-12-10,2023-12-16,2024-01-01,2024-10-09,1813
PO-01517,WH-01,PRD-0052,8992.95,25.05,ชิ้น,2024-06-23,2024-06-29,2024-07-03,2025-07-27,359
PO-01518,WH-01,PRD-0024,239734.04,121.94,ชิ้น,2023-12-23,2023-12-28,2023-12-29,2025-12-28,1966
PO-01519,WH-02,PRD-0081,253178.59,162.19,ชิ้น,2025-06-13,2025-06-14,2025-06-17,2025-06-23,1561
PO-01520,WH-03,PRD-0073,137594.94,82.59,ชิ้น,2024-10-26,2024-10-30,2024-11-20,2025-10-10,1666
PO-01521,WH-01,PRD-0098,144255.52,131.62,ชิ้น,2023-12-02,2023-12-08,2023-12-24,2025-12-24,1096
PO-01522,WH-02,PRD-0001,52285.8,61.95,ชิ้น,2023-12-02,2023-12-09,2023-12-29,2026-09-12,844
PO-01523,WH-01,PRD-0005,8030.0,55.0,ชิ้น,2024-02-07,2024-02-09,2024-02-25,2025-04-16,146
PO-01524,WH-01,PRD-0100,249313.38,198.34,ชิ้น,2025-01-01,2025-01-03,2025-01-07,2025-01-14,1257
PO-01525,WH-03,PRD-0036,169727.84,154.72,ชิ้น,2025-02-21,2025-02-22,2025-02-24,2025-02-25,1097
PO-01526,WH-01,PRD-0006,61119.95,40.45,ชิ้น,2025-02-04,2025-02-08,2025-02-11,2025-02-16,1511
PO-01527,WH-03,PRD-0059,34125.77,26.11,ชิ้น,2024-04-12,2024-04-19,2024-04-27,2025-09-11,1307
PO-01528,WH-02,PRD-0025,22940.0,29.6,ชิ้น,2023-12-15,2023-12-22,2024-01-07,2024-02-23,775
PO-01529,WH-01,PRD-0057,7741.8,4.95,ชิ้น,2023-12-02,2023-12-04,2023-12-11,2026-08-25,1564
PO-01530,WH-02,PRD-0013,42940.44,59.31,ชิ้น,2024-01-14,2024-01-20,2024-01-31,2024-03-12,724
PO-01531,WH-03,PRD-0057,9210.52,4.84,ชิ้น,2023-12-02,2023-12-04,2023-12-25,2026-08-25,1903
PO-01532,WH-03,PRD-0012,245200.41,238.29,ชิ้น,2023-12-05,2023-12-10,2023-12-19,2025-12-27,1029
PO-01533,WH-02,PRD-0091,26033.8,44.2,ชิ้น,2024-12-12,2024-12-17,2025-01-04,2025-08-14,589
PO-01534,WH-01,PRD-0027,6198.54,30.09,ชิ้น,2023-12-21,2023-12-25,2023-12-27,2025-12-01,206
PO-01535,WH-03,PRD-0084,16829.82,64.98,ชิ้น,2023-12-02,2023-12-04,2023-12-25,2026-03-13,259
PO-01536,WH-01,PRD-0042,31122.0,68.25,ชิ้น,2025-02-28,2025-03-01,2025-03-12,2025-07-05,456
PO-01537,WH-02,PRD-0081,362151.9,209.7,ชิ้น,2025-05-31,2025-06-03,2025-06-04,2025-06-10,1727
PO-01538,WH-01,PRD-0096,196655.03,158.21,ชิ้น,2024-07-19,2024-07-24,2024-08-08,2025-10-12,1243
PO-01539,WH-01,PRD-0069,204772.65,111.35,ชิ้น,2024-03-29,2024-04-04,2024-04-14,2025-02-19,1839
PO-01540,WH-03,PRD-0100,111243.4,186.65,ชิ้น,2025-05-09,2025-05-12,2025-05-17,2025-05-22,596
PO-01541,WH-02,PRD-0053,111198.2,90.7,ชิ้น,2023-12-14,2023-12-21,2023-12-29,2025-04-29,1226
PO-01542,WH-02,PRD-0099,149713.92,97.47,ชิ้น,2024-05-02,2024-05-09,2024-05-10,2025-03-04,1536
PO-01543,WH-02,PRD-0009,21883.52,44.12,ชิ้น,2023-12-02,2023-12-07,2023-12-18,2026-05-13,496
PO-01544,WH-01,PRD-0062,119567.77,74.59,ชิ้น,2024-11-04,2024-11-06,2024-11-10,2025-09-16,1603
PO-01545,WH-03,PRD-0046,95736.55,48.23,ชิ้น,2025-03-09,2025-03-10,2025-03-12,2025-03-15,1985
PO-01546,WH-02,PRD-0085,74009.76,140.17,ชิ้น,2024-03-11,2024-03-16,2024-03-23,2025-09-05,528
PO-01547,WH-01,PRD-0091,17200.12,52.28,ชิ้น,2024-03-01,2024-03-04,2024-03-22,2024-11-01,329
PO-01548,WH-03,PRD-0048,77837.0,55.4,ชิ้น,2024-01-12,2024-01-19,2024-01-27,2025-09-12,1405
PO-01549,WH-01,PRD-0030,33844.08,50.97,ชิ้น,2024-12-13,2024-12-16,2024-12-19,2025-11-03,664
PO-01550,WH-02,PRD-0071,342421.04,256.88,ชิ้น,2024-09-02,2024-09-04,2024-09-23,2025-10-17,1333
PO-01551,WH-02,PRD-0056,23047.2,232.8,ชิ้น,2024-03-17,2024-03-20,2024-03-30,2025-06-19,99
PO-01552,WH-02,PRD-0050,280378.34,186.67,ชิ้น,2024-05-30,2024-05-31,2024-06-02,2024-06-03,1502
PO-01553,WH-03,PRD-0096,177471.06,145.23,ชิ้น,2024-04-25,2024-05-01,2024-05-04,2025-07-19,1222
PO-01554,WH-02,PRD-0081,118900.34,198.83,ชิ้น,2025-08-17,2025-08-18,2025-08-25,2025-08-27,598
PO-01555,WH-02,PRD-0009,2073.68,37.03,ชิ้น,2023-12-02,2023-12-04,2023-12-10,2026-05-13,56
PO-01556,WH-03,PRD-0010,59262.3,42.03,ชิ้น,2024-09-16,2024-09-21,2024-09-24,2025-12-23,1410
PO-01557,WH-02,PRD-0083,133106.25,70.99,ชิ้น,2023-12-02,2023-12-04,2023-12-14,2028-10-26,1875
PO-01558,WH-03,PRD-0036,146936.16,142.38,ชิ้น,2024-01-30,2024-01-31,2024-02-01,2024-02-03,1032
PO-01559,WH-02,PRD-0089,182200.5,106.55,ชิ้น,2023-12-28,2024-01-03,2024-01-08,2024-04-13,1710
PO-01560,WH-03,PRD-0076,66988.1,37.01,ชิ้น,2023-12-14,2023-12-17,2024-01-07,2025-12-13,1810
PO-01561,WH-01,PRD-0031,54505.44,33.48,ชิ้น,2024-01-09,2024-01-13,2024-02-03,2025-08-30,1628
PO-01562,WH-03,PRD-0045,2324.3,21.13,ชิ้น,2024-01-12,2024-01-17,2024-01-30,2025-12-11,110
PO-01563,WH-01,PRD-0091,15024.96,52.17,ชิ้น,2024-06-12,2024-06-16,2024-06-29,2025-02-12,288
PO-01564,WH-02,PRD-0058,15432.2,51.1,ชิ้น,2023-12-02,2023-12-06,2023-12-20,2028-04-24,302
PO-01565,WH-02,PRD-0053,144600.0,72.3,ชิ้น,2024-02-11,2024-02-14,2024-02-27,2025-06-27,2000
PO-01566,WH-02,PRD-0031,13146.28,32.38,ชิ้น,2023-12-10,2023-12-12,2023-12-17,2025-07-31,406
PO-01567,WH-03,PRD-0018,291031.31,196.51,ชิ้น,2024-02-08,2024-02-13,2024-03-03,2025-07-13,1481
PO-01568,WH-01,PRD-0070,14990.58,75.71,ชิ้น,2024-07-02,2024-07-08,2024-07-23,2025-01-08,198
PO-01569,WH-03,PRD-0055,34376.96,68.48,ชิ้น,2024-02-02,2024-02-05,2024-02-25,2025-10-29,502
PO-01570,WH-01,PRD-0095,17484.5,72.25,ชิ้น,2024-07-20,2024-07-25,2024-07-28,2025-07-03,242
PO-01571,WH-01,PRD-0042,89436.2,66.2,ชิ้น,2025-01-18,2025-01-19,2025-01-28,2025-05-25,1351
PO-01572,WH-01,PRD-0038,125325.85,95.45,ชิ้น,2024-04-05,2024-04-12,2024-04-24,2025-02-10,1313
PO-01573,WH-02,PRD-0009,28969.92,43.11,ชิ้น,2023-12-02,2023-12-05,2023-12-19,2026-05-13,672
