stock_movement_id,po_id,receive_date,transfer_date,store_id,warehouse_id,qty
SM-02239,PO-00797,2024-06-11,2024-06-12,STR-001,WH-02,140
SM-02240,PO-00806,2025-05-04,2025-05-06,STR-007,WH-01,186
SM-02241,PO-02329,2024-01-26,2024-01-31,STR-004,WH-03,185
SM-02242,PO-01834,2025-04-29,2025-05-03,STR-001,WH-02,107
SM-02243,PO-00993,2024-01-28,2024-01-29,STR-009,WH-01,130
SM-02244,PO-00502,2023-12-25,2023-12-30,STR-006,WH-03,20
SM-02245,PO-02257,2024-11-22,2024-11-22,STR-006,WH-01,67
SM-02246,PO-00432,2023-12-19,2023-12-24,STR-002,WH-01,116
SM-02247,PO-00232,2024-01-16,2024-01-20,STR-006,WH-03,113
SM-02248,PO-01853,2023-12-22,2023-12-27,STR-008,WH-03,44
SM-02249,PO-02289,2025-04-26,2025-04-28,STR-009,WH-03,18
SM-02250,PO-00933,2023-12-21,2023-12-26,STR-001,WH-01,123
SM-02251,PO-01310,2024-01-23,2024-01-24,STR-008,WH-01,101
SM-02252,PO-02063,2024-01-20,2024-01-22,STR-010,WH-03,183
SM-02253,PO-00053,2025-05-26,2025-05-27,STR-004,WH-01,106
SM-02254,PO-01794,2023-12-22,2023-12-26,STR-008,WH-03,38
SM-02255,PO-02436,2023-12-28,2024-01-02,STR-003,WH-03,130
SM-02256,PO-00717,2024-10-28,2024-10-28,STR-007,WH-03,129
SM-02257,PO-00263,2023-12-21,2023-12-24,STR-004,WH-01,157
SM-02258,PO-01697,2025-01-23,2025-01-26,STR-008,WH-01,34
SM-02259,PO-01267,2023-12-13,2023-12-17,STR-006,WH-02,101
SM-02260,PO-00728,2024-04-27,2024-04-30,STR-006,WH-02,86
SM-02261,PO-02123,2024-05-08,2024-05-11,STR-009,WH-03,45
SM-02262,PO-01718,2024-01-13,2024-01-14,STR-010,WH-02,191
SM-02263,PO-00461,2023-12-26,2023-12-27,STR-009,WH-03,36
SM-02264,PO-00460,2024-05-15,2024-05-19,STR-006,WH-03,131
SM-02265,PO-01023,2024-03-05,2024-03-08,STR-004,WH-02,29
SM-02266,PO-01310,2024-01-23,2024-01-26,STR-008,WH-01,198
SM-02267,PO-01723,2024-03-12,2024-03-15,STR-008,WH-01,25
SM-02268,PO-01695,2024-03-22,2024-03-27,STR-009,WH-03,149
SM-02269,PO-00829,2024-03-26,2024-03-28,STR-009,WH-03,27
SM-02270,PO-02388,2024-08-24,2024-08-28,STR-004,WH-01,92
SM-02271,PO-00248,2023-12-08,2023-12-11,STR-003,WH-03,140
SM-02272,PO-01755,2025-04-16,2025-04-19,STR-001,WH-02,200
SM-02273,PO-01410,2024-02-02,2024-02-04,STR-007,WH-01,62
SM-02274,PO-02214,2024-02-09,2024-02-11,STR-010,WH-01,86
SM-02275,PO-01473,2023-12-24,2023-12-27,STR-003,WH-01,125
SM-02276,PO-00220,2024-01-28,2024-01-29,STR-006,WH-03,96
SM-02277,PO-01928,2023-12-30,2024-01-01,STR-009,WH-02,113
SM-02278,PO-00788,2024-01-03,2024-01-04,STR-009,WH-01,173
SM-02279,PO-00830,2024-04-14,2024-04-14,STR-003,WH-01,128
SM-02280,PO-00364,2024-05-05,2024-05-10,STR-007,WH-03,181
SM-02281,PO-01597,2023-12-20,2023-12-25,STR-003,WH-03,171
SM-02282,PO-01548,2024-01-28,2024-01-31,STR-010,WH-03,133
SM-02283,PO-01712,2023-12-16,2023-12-20,STR-003,WH-03,16
SM-02284,PO-00857,2023-12-14,2023-12-17,STR-009,WH-02,130
SM-02285,PO-02295,2024-06-02,2024-06-04,STR-008,WH-02,62
SM-02286,PO-02157,2024-07-14,2024-07-16,STR-002,WH-01,41
SM-02287,PO-00635,2025-04-07,2025-04-07,STR-003,WH-01,81
SM-02288,PO-00370,2025-01-31,2025-02-02,STR-003,WH-02,45
SM-02289,PO-02091,2025-09-26,2025-09-28,STR-001,WH-02,54
SM-02290,PO-00986,2025-01-02,2025-01-03,STR-010,WH-03,138
SM-02291,PO-01477,2024-10-14,2024-10-17,STR-005,WH-01,81
SM-02292,PO-00264,2025-01-05,2025-01-07,STR-009,WH-01,91
SM-02293,PO-02207,2024-03-07,2024-03-08,STR-009,WH-03,76
SM-02294,PO-00015,2024-07-08,2024-07-11,STR-001,WH-03,112
SM-02295,PO-00921,2024-06-05,2024-06-07,STR-001,WH-02,139
SM-02296,PO-00618,2024-11-22,2024-11-24,STR-007,WH-01,93
SM-02297,PO-01241,2024-08-27,2024-08-30,STR-010,WH-01,124
SM-02298,PO-02374,2023-12-09,2023-12-12,STR-009,WH-01,123
SM-02299,PO-00411,2024-12-01,2024-12-06,STR-007,WH-03,192
SM-02300,PO-01789,2023-12-12,2023-12-14,STR-003,WH-02,47
SM-02301,PO-01502,2025-06-27,2025-06-27,STR-001,WH-03,54
SM-02302,PO-02212,2023-12-12,2023-12-15,STR-007,WH-03,108
SM-02303,PO-01197,2024-01-26,2024-01-27,STR-004,WH-03,108
SM-02304,PO-00208,2024-06-05,2024-06-07,STR-009,WH-01,63
SM-02305,PO-00084,2024-01-27,2024-01-30,STR-010,WH-02,149
SM-02306,PO-01800,2024-01-24,2024-01-29,STR-003,WH-03,176
SM-02307,PO-01186,2024-05-10,2024-05-12,STR-007,WH-03,110
SM-02308,PO-00858,2023-12-15,2023-12-17,STR-002,WH-02,72
SM-02309,PO-00068,2024-10-26,2024-10-30,STR-009,WH-02,20
SM-02310,PO-00423,2023-12-26,2023-12-30,STR-008,WH-03,48
SM-02311,PO-02106,2023-12-22,2023-12-24,STR-001,WH-02,189
SM-02312,PO-01660,2024-01-09,2024-01-10,STR-005,WH-03,141
SM-02313,PO-01164,2025-05-08,2025-05-08,STR-008,WH-02,30
SM-02314,PO-00370,2025-01-29,2025-02-01,STR-007,WH-02,176
SM-02315,PO-00912,2023-12-21,2023-12-22,STR-001,WH-02,25
SM-02316,PO-00402,2024-04-27,2024-04-29,STR-007,WH-02,106
SM-02317,PO-01768,2023-12-09,2023-12-14,STR-003,WH-03,80
SM-02318,PO-01487,2023-12-25,2023-12-26,STR-006,WH-02,84
SM-02319,PO-00011,2023-12-10,2023-12-13,STR-009,WH-03,126
SM-02320,PO-01550,2024-09-23,2024-09-28,STR-003,WH-02,100
SM-02321,PO-00312,2023-12-09,2023-12-10,STR-002,WH-03,140
SM-02322,PO-01279,2023-12-11,2023-12-12,STR-009,WH-03,14
SM-02323,PO-01568,2024-07-25,2024-07-26,STR-007,WH-01,178
SM-02324,PO-00247,2023-12-20,2023-12-21,STR-003,WH-01,85
SM-02325,PO-01716,2024-04-22,2024-04-23,STR-010,WH-03,123
SM-02326,PO-01073,2023-12-15,2023-12-15,STR-010,WH-01,22
SM-02327,PO-02094,2024-02-11,2024-02-15,STR-010,WH-02,44
SM-02328,PO-01280,2024-01-26,2024-01-27,STR-005,WH-03,116
SM-02329,PO-01593,2024-02-03,2024-02-08,STR-008,WH-02,83
SM-02330,PO-01309,2024-11-24,2024-11-26,STR-008,WH-02,29
SM-02331,PO-01764,2025-03-01,2025-03-01,STR-006,WH-02,184
SM-02332,PO-01122,2023-12-07,2023-12-12,STR-003,WH-01,156
SM-02333,PO-00799,2024-10-23,2024-10-26,STR-006,WH-01,13
SM-02334,PO-01888,2025-02-21,2025-02-22,STR-002,WH-01,185
SM-02335,PO-01901,2023-12-22,2023-12-27,STR-003,WH-03,105
SM-02336,PO-00099,2024-12-01,2024-12-02,STR-003,WH-02,98
SM-02337,PO-00125,2024-12-18,2024-12-22,STR-007,WH-01,34
SM-02338,PO-01035,2023-12-16,2023-12-18,STR-009,WH-03,66
SM-02339,PO-00816,2025-06-21,2025-06-22,STR-002,WH-02,75
SM-02340,PO-01865,2024-07-05,2024-07-08,STR-010,WH-03,75
SM-02341,PO-00271,2023-12-19,2023-12-24,STR-003,WH-03,187
SM-02342,PO-00680,2024-12-06,2024-12-08,STR-005,WH-02,50
SM-02343,PO-00024,2024-04-27,2024-05-02,STR-003,WH-01,28
SM-02344,PO-01461,2024-03-27,2024-04-01,STR-003,WH-02,160
SM-02345,PO-01451,2024-07-09,2024-07-13,STR-003,WH-02,110
SM-02346,PO-02243,2024-03-15,2024-03-17,STR-001,WH-03,116
SM-02347,PO-02488,2024-05-27,2024-05-27,STR-007,WH-01,21
SM-02348,PO-01342,2024-03-30,2024-04-01,STR-001,WH-02,192
SM-02349,PO-00557,2024-12-19,2024-12-24,STR-005,WH-03,26
SM-02350,PO-00949,2023-12-29,2023-12-31,STR-010,WH-01,23
SM-02351,PO-01012,2024-04-15,2024-04-16,STR-003,WH-01,53
SM-02352,PO-01993,2024-03-28,2024-04-01,STR-005,WH-01,48
SM-02353,PO-00982,2023-12-20,2023-12-25,STR-009,WH-01,46
SM-02354,PO-01212,2024-02-28,2024-03-01,STR-001,WH-03,133
SM-02355,PO-01610,2023-12-17,2023-12-19,STR-006,WH-01,162
SM-02356,PO-02393,2024-08-10,2024-08-12,STR-010,WH-03,197
SM-02357,PO-02303,2023-12-20,2023-12-25,STR-006,WH-02,14
SM-02358,PO-00783,2023-12-11,2023-12-16,STR-004,WH-02,115
SM-02359,PO-01044,2024-01-16,2024-01-21,STR-002,WH-03,115
SM-02360,PO-01007,2025-09-01,2025-09-02,STR-003,WH-01,141
SM-02361,PO-01308,2024-01-06,2024-01-07,STR-001,WH-01,79
SM-02362,PO-02094,2024-02-13,2024-02-14,STR-008,WH-02,95
SM-02363,PO-02395,2024-11-17,2024-11-18,STR-001,WH-02,152
SM-02364,PO-00514,2025-06-13,2025-06-13,STR-004,WH-01,20
SM-02365,PO-00430,2024-04-08,2024-04-09,STR-001,WH-03,133
SM-02366,PO-01037,2023-12-13,2023-12-17,STR-005,WH-01,156
SM-02367,PO-00949,2023-12-28,2023-12-29,STR-010,WH-01,130
SM-02368,PO-00512,2023-12-26,2023-12-27,STR-008,WH-02,17
SM-02369,PO-00821,2024-12-07,2024-12-07,STR-005,WH-03,145
SM-02370,PO-02065,2024-09-18,2024-09-18,STR-005,WH-02,94
SM-02371,PO-01994,2024-06-25,2024-06-28,STR-004,WH-03,81
SM-02372,PO-02453,2024-12-12,2024-12-12,STR-007,WH-03,11
SM-02373,PO-01813,2024-03-02,2024-03-06,STR-003,WH-03,106
SM-02374,PO-00238,2024-04-02,2024-04-05,STR-005,WH-03,36
SM-02375,PO-00607,2024-05-27,2024-05-28,STR-001,WH-03,149
SM-02376,PO-00007,2024-02-03,2024-02-08,STR-004,WH-02,162
SM-02377,PO-00864,2024-01-08,2024-01-10,STR-009,WH-01,101
SM-02378,PO-00544,2023-12-14,2023-12-19,STR-009,WH-02,170
SM-02379,PO-01156,2023-12-30,2024-01-01,STR-001,WH-03,158
SM-02380,PO-01012,2024-04-14,2024-04-18,STR-006,WH-01,14
SM-02381,PO-00561,2025-03-15,2025-03-15,STR-007,WH-03,133
SM-02382,PO-01807,2024-06-13,2024-06-17,STR-006,WH-01,117
SM-02383,PO-02297,2025-05-03,2025-05-04,STR-005,WH-02,65
SM-02384,PO-00405,2024-07-19,2024-07-23,STR-007,WH-03,130
SM-02385,PO-02144,2023-12-17,2023-12-20,STR-002,WH-01,48
SM-02386,PO-01072,2025-01-29,2025-01-31,STR-009,WH-01,96
SM-02387,PO-01000,2025-09-29,2025-10-02,STR-008,WH-01,50
SM-02388,PO-02498,2025-11-03,2025-11-03,STR-009,WH-01,66
SM-02389,PO-00047,2023-12-08,2023-12-11,STR-004,WH-02,71
SM-02390,PO-02456,2023-12-10,2023-12-14,STR-006,WH-01,20
SM-02391,PO-02138,2025-03-18,2025-03-20,STR-009,WH-02,56
SM-02392,PO-02458,2025-04-16,2025-04-16,STR-009,WH-03,84
SM-02393,PO-00124,2024-04-22,2024-04-25,STR-002,WH-01,168
SM-02394,PO-02468,2024-10-30,2024-11-02,STR-008,WH-01,126
SM-02395,PO-01348,2024-01-05,2024-01-09,STR-005,WH-02,61
SM-02396,PO-01842,2024-08-02,2024-08-05,STR-008,WH-01,160
SM-02397,PO-00164,2024-03-29,2024-04-02,STR-010,WH-03,146
SM-02398,PO-00278,2023-12-25,2023-12-28,STR-010,WH-03,109
SM-02399,PO-01378,2024-04-30,2024-05-01,STR-010,WH-03,69
SM-02400,PO-02497,2023-12-15,2023-12-16,STR-007,WH-02,179
SM-02401,PO-00822,2024-07-07,2024-07-10,STR-005,WH-03,130
SM-02402,PO-00843,2024-01-09,2024-01-14,STR-007,WH-03,34
SM-02403,PO-00210,2024-04-05,2024-04-06,STR-009,WH-03,85
SM-02404,PO-00449,2023-12-19,2023-12-23,STR-008,WH-03,169
SM-02405,PO-01139,2025-09-03,2025-09-05,STR-004,WH-01,192
SM-02406,PO-00662,2024-01-15,2024-01-20,STR-002,WH-03,179
SM-02407,PO-02074,2023-12-16,2023-12-20,STR-008,WH-03,27
SM-02408,PO-01739,2024-08-17,2024-08-18,STR-010,WH-03,109
SM-02409,PO-01312,2024-02-09,2024-02-11,STR-009,WH-03,69
SM-02410,PO-01681,2024-11-21,2024-11-22,STR-004,WH-01,40
SM-02411,PO-00132,2024-09-16,2024-09-19,STR-005,WH-03,122
SM-02412,PO-02278,2024-05-22,2024-05-23,STR-007,WH-01,47
SM-02413,PO-01578,2023-12-16,2023-12-18,STR-006,WH-01,150
SM-02414,PO-00274,2023-12-21,2023-12-26,STR-009,WH-02,40
SM-02415,PO-00681,2024-11-21,2024-11-21,STR-008,WH-03,174
SM-02416,PO-02188,2025-06-19,2025-06-21,STR-009,WH-02,76
SM-02417,PO-02366,2024-07-31,2024-08-05,STR-010,WH-03,113
SM-02418,PO-00106,2023-12-16,2023-12-17,STR-009,WH-03,194
SM-02419,PO-01425,2023-12-08,2023-12-11,STR-009,WH-02,59
SM-02420,PO-01906,2024-06-14,2024-06-17,STR-004,WH-03,64
SM-02421,PO-01867,2024-07-18,2024-07-19,STR-007,WH-01,145
SM-02422,PO-01315,2025-11-21,2025-11-21,STR-006,WH-01,136
SM-02423,PO-00090,2023-12-20,2023-12-24,STR-008,WH-03,169
SM-02424,PO-01047,2024-02-07,2024-02-07,STR-005,WH-01,79
SM-02425,PO-01252,2023-12-28,2023-12-29,STR-001,WH-01,197
SM-02426,PO-01114,2023-12-19,2023-12-22,STR-001,WH-01,115
SM-02427,PO-00185,2024-06-15,2024-06-16,STR-003,WH-01,23
SM-02428,PO-01732,2025-08-14,2025-08-18,STR-005,WH-01,165
SM-02429,PO-01992,2023-12-24,2023-12-28,STR-003,WH-01,144
SM-02430,PO-00661,2025-04-01,2025-04-06,STR-003,WH-02,138
SM-02431,PO-01353,2024-08-17,2024-08-21,STR-005,WH-03,62
SM-02432,PO-01096,2023-12-23,2023-12-27,STR-005,WH-01,157
SM-02433,PO-02455,2023-12-12,2023-12-13,STR-003,WH-03,174
SM-02434,PO-02444,2025-03-29,2025-03-31,STR-008,WH-02,115
SM-02435,PO-01671,2024-07-19,2024-07-23,STR-006,WH-02,197
SM-02436,PO-01501,2023-12-19,2023-12-24,STR-009,WH-01,189
SM-02437,PO-00997,2023-12-19,2023-12-20,STR-008,WH-01,189
SM-02438,PO-01322,2024-07-27,2024-07-29,STR-004,WH-02,100
SM-02439,PO-02418,2024-01-20,2024-01-24,STR-001,WH-01,127
SM-02440,PO-00494,2024-07-15,2024-07-17,STR-009,WH-01,192
SM-02441,PO-01644,2023-12-30,2023-12-31,STR-001,WH-02,131
SM-02442,PO-01186,2024-05-11,2024-05-12,STR-004,WH-03,75
SM-02443,PO-00251,2023-12-14,2023-12-18,STR-003,WH-01,25
SM-02444,PO-00192,2023-12-19,2023-12-21,STR-005,WH-03,35
SM-02445,PO-01676,2024-02-21,2024-02-25,STR-007,WH-01,100
SM-02446,PO-00605,2025-01-26,2025-01-30,STR-008,WH-01,38
SM-02447,PO-00638,2024-05-11,2024-05-15,STR-008,WH-03,36
SM-02448,PO-01799,2024-05-17,2024-05-20,STR-007,WH-02,12
SM-02449,PO-01682,2024-10-18,2024-10-22,STR-005,WH-01,50
SM-02450,PO-02333,2024-05-14,2024-05-17,STR-010,WH-02,63
SM-02451,PO-02097,2024-08-03,2024-08-04,STR-009,WH-01,134
SM-02452,PO-01668,2024-01-15,2024-01-17,STR-008,WH-03,52
SM-02453,PO-01796,2023-12-18,2023-12-21,STR-001,WH-03,89
SM-02454,PO-01010,2024-06-26,2024-06-28,STR-002,WH-01,157
SM-02455,PO-00274,2023-12-23,2023-12-26,STR-006,WH-02,117
SM-02456,PO-01118,2024-01-09,2024-01-12,STR-008,WH-03,117
SM-02457,PO-00222,2025-03-05,2025-03-09,STR-005,WH-03,141
SM-02458,PO-00646,2023-12-16,2023-12-18,STR-001,WH-01,121
SM-02459,PO-00088,2024-05-06,2024-05-07,STR-007,WH-03,91
SM-02460,PO-01438,2023-12-26,2023-12-28,STR-001,WH-03,110
SM-02461,PO-00265,2024-05-02,2024-05-03,STR-004,WH-01,189
SM-02462,PO-01931,2023-12-13,2023-12-15,STR-004,WH-02,49
SM-02463,PO-00228,2023-12-31,2024-01-04,STR-007,WH-01,121
SM-02464,PO-01663,2024-01-24,2024-01-25,STR-006,WH-01,93
SM-02465,PO-00960,2024-01-02,2024-01-04,STR-003,WH-01,170
SM-02466,PO-00467,2024-06-26,2024-06-29,STR-007,WH-02,66
SM-02467,PO-01372,2025-06-27,2025-06-27,STR-004,WH-01,138
SM-02468,PO-01780,2023-12-17,2023-12-22,STR-002,WH-01,180
SM-02469,PO-00050,2023-12-15,2023-12-16,STR-006,WH-03,40
SM-02470,PO-02128,2023-12-28,2024-01-01,STR-001,WH-03,67
SM-02471,PO-00766,2023-12-13,2023-12-17,STR-002,WH-03,123
SM-02472,PO-02286,2024-12-25,2024-12-28,STR-009,WH-03,101
SM-02473,PO-01361,2023-12-14,2023-12-18,STR-006,WH-01,38
SM-02474,PO-01292,2023-12-18,2023-12-22,STR-002,WH-01,12
SM-02475,PO-01425,2023-12-08,2023-12-09,STR-006,WH-02,103
SM-02476,PO-00641,2024-04-25,2024-04-26,STR-010,WH-02,153
SM-02477,PO-01633,2024-05-02,2024-05-05,STR-009,WH-02,84
SM-02478,PO-00380,2025-01-03,2025-01-06,STR-003,WH-03,182
SM-02479,PO-02404,2025-05-09,2025-05-09,STR-010,WH-03,160
SM-02480,PO-01778,2025-01-10,2025-01-10,STR-003,WH-02,111
SM-02481,PO-02445,2025-11-08,2025-11-10,STR-003,WH-01,90
SM-02482,PO-01765,2024-11-13,2024-11-17,STR-001,WH-02,175
SM-02483,PO-00767,2025-03-26,2025-03-29,STR-006,WH-03,26
SM-02484,PO-01500,2023-12-26,2023-12-31,STR-002,WH-03,124
SM-02485,PO-01488,2025-03-30,2025-03-30,STR-002,WH-03,131
SM-02486,PO-02134,2024-03-03,2024-03-06,STR-005,WH-03,65
SM-02487,PO-00275,2023-12-22,2023-12-24,STR-003,WH-01,78
SM-02488,PO-01029,2024-01-30,2024-01-31,STR-006,WH-01,181
SM-02489,PO-00271,2023-12-18,2023-12-22,STR-010,WH-03,186
SM-02490,PO-00654,2023-12-10,2023-12-13,STR-002,WH-01,116
SM-02491,PO-00366,2025-05-04,2025-05-04,STR-007,WH-03,29
SM-02492,PO-01311,2024-01-07,2024-01-11,STR-003,WH-03,95
SM-02493,PO-01017,2024-09-07,2024-09-09,STR-003,WH-03,182
SM-02494,PO-01072,2025-01-29,2025-02-03,STR-008,WH-01,34
SM-02495,PO-00010,2023-12-17,2023-12-22,STR-002,WH-01,186
SM-02496,PO-00443,2024-12-01,2024-12-03,STR-003,WH-01,28
SM-02497,PO-02288,2025-07-09,2025-07-10,STR-009,WH-01,152
SM-02498,PO-02463,2025-04-08,2025-04-12,STR-005,WH-01,87
SM-02499,PO-02269,2023-12-16,2023-12-20,STR-002,WH-03,141
SM-02500,PO-00451,2025-03-16,2025-03-18,STR-008,WH-01,12
SM-02501,PO-00059,2024-01-12,2024-01-15,STR-009,WH-02,141
SM-02502,PO-02220,2023-12-25,2023-12-26,STR-010,WH-01,94
SM-02503,PO-02081,2023-12-20,2023-12-21,STR-001,WH-01,78
SM-02504,PO-00066,2024-12-14,2024-12-17,STR-004,WH-03,192
SM-02505,PO-00104,2024-03-15,2024-03-20,STR-006,WH-01,199
SM-02506,PO-00461,2023-12-26,2023-12-30,STR-001,WH-03,191
SM-02507,PO-00907,2023-12-11,2023-12-16,STR-006,WH-01,194
SM-02508,PO-01770,2025-03-19,2025-03-20,STR-010,WH-01,172
SM-02509,PO-00756,2024-01-17,2024-01-18,STR-002,WH-02,34
SM-02510,PO-01684,2024-10-03,2024-10-06,STR-007,WH-02,117
SM-02511,PO-00091,2025-01-05,2025-01-05,STR-003,WH-01,51
SM-02512,PO-01191,2023-12-16,2023-12-20,STR-007,WH-01,76
SM-02513,PO-00591,2024-12-15,2024-12-17,STR-009,WH-01,190
SM-02514,PO-01421,2023-12-19,2023-12-21,STR-010,WH-02,111
SM-02515,PO-00651,2024-05-27,2024-05-30,STR-001,WH-03,169
SM-02516,PO-02086,2024-05-08,2024-05-13,STR-009,WH-03,186
SM-02517,PO-01315,2025-11-19,2025-11-21,STR-010,WH-01,109
SM-02518,PO-00019,2024-02-01,2024-02-02,STR-010,WH-02,72
SM-02519,PO-00918,2023-12-22,2023-12-25,STR-002,WH-03,200
SM-02520,PO-01773,2024-07-08,2024-07-11,STR-006,WH-03,136
SM-02521,PO-00492,2024-10-18,2024-10-21,STR-007,WH-01,135
SM-02522,PO-02099,2023-12-29,2023-12-30,STR-002,WH-01,83
SM-02523,PO-02354,2024-04-11,2024-04-12,STR-010,WH-02,87
SM-02524,PO-00964,2025-08-14,2025-08-14,STR-009,WH-02,84
SM-02525,PO-00412,2024-05-16,2024-05-19,STR-007,WH-01,20
SM-02526,PO-02165,2024-01-31,2024-02-05,STR-007,WH-02,92
SM-02527,PO-00779,2023-12-10,2023-12-12,STR-003,WH-02,15
SM-02528,PO-01933,2024-04-23,2024-04-28,STR-003,WH-02,135
SM-02529,PO-01580,2024-11-14,2024-11-16,STR-005,WH-01,115
SM-02530,PO-00405,2024-07-21,2024-07-26,STR-004,WH-03,103
SM-02531,PO-01488,2025-03-29,2025-03-29,STR-008,WH-03,149
SM-02532,PO-01626,2023-12-17,2023-12-18,STR-002,WH-02,186
SM-02533,PO-01323,2024-12-27,2025-01-01,STR-009,WH-01,72
SM-02534,PO-01280,2024-01-28,2024-01-30,STR-001,WH-03,104
SM-02535,PO-01112,2025-03-25,2025-03-25,STR-005,WH-03,141
SM-02536,PO-02173,2023-12-14,2023-12-19,STR-006,WH-02,140
SM-02537,PO-00512,2023-12-25,2023-12-26,STR-010,WH-02,120
SM-02538,PO-01570,2024-07-29,2024-08-03,STR-006,WH-01,60
SM-02539,PO-00729,2023-12-15,2023-12-20,STR-006,WH-03,116
SM-02540,PO-00582,2024-01-01,2024-01-03,STR-008,WH-02,45
SM-02541,PO-00984,2024-01-13,2024-01-15,STR-007,WH-01,31
SM-02542,PO-00713,2023-12-29,2023-12-31,STR-008,WH-03,75
SM-02543,PO-00503,2025-02-27,2025-02-28,STR-009,WH-01,199
SM-02544,PO-02488,2024-05-28,2024-05-28,STR-006,WH-01,153
SM-02545,PO-00135,2023-12-31,2024-01-05,STR-003,WH-03,14
SM-02546,PO-00361,2024-07-26,2024-07-27,STR-008,WH-02,183
SM-02547,PO-00110,2024-01-18,2024-01-23,STR-007,WH-02,85
SM-02548,PO-01487,2023-12-24,2023-12-28,STR-001,WH-02,179
SM-02549,PO-02341,2024-05-29,2024-06-02,STR-005,WH-02,67
SM-02550,PO-01495,2024-07-31,2024-08-01,STR-004,WH-01,174
SM-02551,PO-01155,2023-12-29,2023-12-30,STR-004,WH-01,17
SM-02552,PO-00889,2024-04-24,2024-04-25,STR-003,WH-01,145
SM-02553,PO-01767,2024-09-08,2024-09-13,STR-007,WH-01,173
SM-02554,PO-00205,2025-07-17,2025-07-21,STR-007,WH-01,200
SM-02555,PO-01053,2023-12-23,2023-12-25,STR-008,WH-01,23
SM-02556,PO-00400,2024-01-06,2024-01-07,STR-002,WH-02,85
SM-02557,PO-00007,2024-02-02,2024-02-07,STR-009,WH-02,74
SM-02558,PO-01012,2024-04-16,2024-04-18,STR-008,WH-01,110
SM-02559,PO-00074,2024-07-20,2024-07-25,STR-002,WH-01,124
SM-02560,PO-01921,2024-01-29,2024-02-01,STR-008,WH-03,174
SM-02561,PO-00909,2024-01-30,2024-02-02,STR-004,WH-02,46
SM-02562,PO-00546,2024-06-23,2024-06-28,STR-006,WH-01,67
SM-02563,PO-00532,2023-12-28,2023-12-30,STR-003,WH-02,102
SM-02564,PO-02018,2024-01-26,2024-01-28,STR-008,WH-02,126
SM-02565,PO-01869,2024-02-28,2024-03-03,STR-005,WH-03,182
SM-02566,PO-01389,2024-08-31,2024-09-01,STR-001,WH-03,178
SM-02567,PO-02135,2023-12-25,2023-12-27,STR-009,WH-01,33
SM-02568,PO-00409,2023-12-21,2023-12-24,STR-005,WH-03,120
SM-02569,PO-00143,2024-03-03,2024-03-07,STR-004,WH-03,58
SM-02570,PO-02176,2024-01-22,2024-01-26,STR-004,WH-01,192
SM-02571,PO-02189,2023-12-26,2023-12-31,STR-008,WH-03,86
SM-02572,PO-00723,2025-03-14,2025-03-17,STR-001,WH-02,128
SM-02573,PO-01357,2025-11-09,2025-11-09,STR-010,WH-03,104
SM-02574,PO-02061,2023-12-18,2023-12-22,STR-010,WH-01,131
SM-02575,PO-00230,2024-06-20,2024-06-20,STR-007,WH-03,184
SM-02576,PO-02416,2024-08-09,2024-08-09,STR-003,WH-01,71
SM-02577,PO-00536,2024-03-13,2024-03-16,STR-001,WH-02,89
SM-02578,PO-01669,2025-05-01,2025-05-05,STR-002,WH-03,161
SM-02579,PO-01188,2023-12-31,2024-01-04,STR-007,WH-01,175
SM-02580,PO-01853,2023-12-24,2023-12-25,STR-009,WH-03,143
SM-02581,PO-02333,2024-05-15,2024-05-17,STR-009,WH-02,193
SM-02582,PO-01697,2025-01-22,2025-01-27,STR-002,WH-01,93
SM-02583,PO-01191,2023-12-17,2023-12-19,STR-006,WH-01,190
SM-02584,PO-00265,2024-05-03,2024-05-08,STR-002,WH-01,95
SM-02585,PO-01795,2023-12-16,2023-12-19,STR-003,WH-03,171
SM-02586,PO-00212,2025-07-13,2025-07-13,STR-002,WH-02,127
SM-02587,PO-00876,2024-01-02,2024-01-07,STR-008,WH-03,118
SM-02588,PO-00564,2024-12-06,2024-12-08,STR-007,WH-02,139
SM-02589,PO-02390,2023-12-20,2023-12-23,STR-007,WH-02,154
SM-02590,PO-02022,2024-01-26,2024-01-27,STR-008,WH-03,191
SM-02591,PO-01961,2024-10-25,2024-10-27,STR-009,WH-01,44
SM-02592,PO-00084,2024-01-29,2024-01-30,STR-001,WH-02,15
SM-02593,PO-00124,2024-04-24,2024-04-27,STR-002,WH-01,55
SM-02594,PO-02067,2024-07-12,2024-07-16,STR-007,WH-02,162
SM-02595,PO-00237,2025-03-11,2025-03-14,STR-007,WH-01,31
SM-02596,PO-01319,2023-12-26,2023-12-31,STR-008,WH-03,97
SM-02597,PO-00442,2025-12-02,2025-12-03,STR-005,WH-03,154
SM-02598,PO-01629,2024-07-10,2024-07-11,STR-008,WH-02,179
SM-02599,PO-02095,2023-12-25,2023-12-28,STR-001,WH-01,90
SM-02600,PO-01447,2025-11-08,2025-11-08,STR-009,WH-01,56
SM-02601,PO-01118,2024-01-11,2024-01-13,STR-003,WH-03,133
SM-02602,PO-01201,2024-01-07,2024-01-11,STR-010,WH-01,99
SM-02603,PO-00527,2023-12-25,2023-12-30,STR-010,WH-03,60
SM-02604,PO-00184,2024-03-04,2024-03-08,STR-006,WH-01,41
SM-02605,PO-02402,2024-09-26,2024-09-26,STR-008,WH-02,26
