customer_id,recency,frequency,monetary,r_quartile,f_quartile,m_quartile,rfm_score,rfm_segment,promo_sensitivity,segment
CUS-01428,115,41,14041.36,1,1,1,111,Lost,1.0,price_sensitive
CUS-01429,69,88,43523.79,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-01430,50,61,24048.13,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01431,112,40,19115.01,1,1,1,111,Lost,1.0,price_sensitive
CUS-01432,70,134,54081.6,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01433,16,93,41269.56,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01434,28,149,65411.63,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01435,17,141,70116.0,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01436,269,36,12643.41,1,1,1,111,Lost,1.0,price_sensitive
CUS-01437,8,166,79917.74,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01438,49,39,17274.21,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01439,8,158,72675.86,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01440,10,42,24984.68,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-01441,76,53,18297.85,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01442,82,42,16728.13,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01443,116,165,78360.13,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01444,9,159,70275.35,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01445,2,151,64302.33,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01446,51,102,43869.28,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01447,36,94,37749.34,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-01448,39,237,98358.88,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01449,28,129,55638.65,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01450,7,132,66195.87,4,3,4,434,Champions,0.0,loyal_full_price
CUS-01451,113,94,36563.78,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-01452,129,102,34999.04,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-01453,276,34,14458.87,1,1,1,111,Lost,1.0,price_sensitive
CUS-01454,39,135,61538.09,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-01455,2,94,45503.49,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01456,118,33,11760.73,1,1,1,111,Lost,1.0,price_sensitive
CUS-01457,17,147,61022.56,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01458,39,167,69457.56,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01459,40,48,16750.19,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01460,117,40,19561.81,1,1,1,111,Lost,1.0,price_sensitive
CUS-01461,182,84,31925.8,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01462,71,45,22051.03,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-01463,54,52,22171.91,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01464,28,94,34850.77,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-01465,9,47,19422.850000000002,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01466,160,39,18215.42,1,1,1,111,Lost,1.0,price_sensitive
CUS-01467,18,137,55218.11,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-01468,16,225,89711.23,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01469,27,79,31546.09,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01470,40,85,30781.01,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01471,190,92,31512.79,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-01472,71,89,33031.75,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01473,28,39,13265.15,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01474,1,231,97762.66,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01475,201,35,13252.85,1,1,1,111,Lost,1.0,price_sensitive
CUS-01476,50,167,66480.71,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01477,17,38,13834.13,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01478,81,94,39238.88,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01479,104,120,58437.74,1,3,4,134,New Customers,0.0,loyal_full_price
CUS-01480,2,91,34594.65,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-01481,112,123,50242.37,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01482,112,96,48608.37,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01483,7,95,38742.99,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01484,27,138,59614.270000000004,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01485,12,109,46837.479999999996,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01486,57,255,98189.29,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01487,28,129,58010.62,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-01488,26,49,20203.329999999998,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01489,4,93,39375.94,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01490,84,50,23855.09,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01491,50,38,12920.26,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01492,27,51,21964.98,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01493,253,50,25212.69,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01494,26,112,51192.37,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01495,222,46,22552.97,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01496,27,55,21008.8,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-01497,206,47,20181.06,1,1,1,111,Lost,1.0,price_sensitive
CUS-01498,28,114,38658.52,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01499,70,39,17366.69,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01500,23,53,23304.84,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01501,96,86,31564.14,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01502,24,42,16776.61,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01503,11,89,45265.89,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-01504,17,144,63979.51,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01505,69,132,57702.38,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-01506,187,50,22387.35,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01507,8,47,22286.99,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-01508,18,86,39810.85,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-01509,332,34,14181.33,1,1,1,111,Lost,1.0,price_sensitive
CUS-01510,87,46,18264.51,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01511,52,108,44844.77,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01512,38,47,23091.25,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-01513,22,66,30705.02,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01514,2,104,50062.4,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01515,2,101,50475.65,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01516,17,102,45175.07,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01517,23,254,95191.24,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01518,50,118,48581.46,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01519,50,99,39525.59,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01520,52,218,88346.75,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01521,129,86,37314.41,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01522,90,48,24780.1,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-01523,8,267,113315.83,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01524,28,90,37591.05,3,2,2,322,About to Sleep,0.6666666666666667,promo_lover
CUS-01525,36,102,43863.12,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01526,38,44,17968.93,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01527,36,140,56402.6,3,4,3,343,Loyal,0.33333333333333337,loyal_full_price
CUS-01528,8,233,104343.14,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01529,49,142,59336.7,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01530,173,42,21029.14,1,1,1,111,Lost,1.0,price_sensitive
CUS-01531,38,52,23779.38,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01532,66,136,63876.88,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01533,23,112,48148.96,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01534,82,60,19960.09,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01535,23,268,116028.76,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01536,52,52,16050.7,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01537,75,90,36973.18,2,2,2,222,Need Attention,0.6666666666666667,promo_lover
CUS-01538,211,51,18414.34,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01539,49,144,68221.84,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01540,38,101,43644.36,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01541,227,51,24570.26,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01542,156,52,19176.91,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01543,65,100,33062.33,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-01544,9,164,67757.78,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01545,75,38,11301.32,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01546,50,108,40684.5,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01547,38,112,47151.09,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01548,28,49,15165.99,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01549,315,52,20643.75,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01550,82,48,21346.24,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01551,66,100,41326.83,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01552,9,124,57078.97,4,3,4,434,Champions,0.0,loyal_full_price
CUS-01553,250,41,17410.82,1,1,1,111,Lost,1.0,price_sensitive
CUS-01554,38,50,20715.79,3,2,1,321,About to Sleep,1.0,price_sensitive
CUS-01555,114,140,54863.21,1,4,3,143,New Customers,0.33333333333333337,loyal_full_price
CUS-01556,27,81,27268.32,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01557,27,88,39130.78,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-01558,9,93,40094.46,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01559,3,51,15079.48,4,2,1,421,Need Attention,1.0,price_sensitive
CUS-01560,17,76,38293.69,4,2,3,423,Loyal,0.33333333333333337,occasional
CUS-01561,76,101,38796.92,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01562,115,134,69158.04,1,3,4,134,New Customers,0.0,loyal_full_price
CUS-01563,130,42,15982.789999999999,1,1,1,111,Lost,1.0,price_sensitive
CUS-01564,9,78,33022.229999999996,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01565,113,54,21099.79,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01566,68,47,20634.899999999998,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01567,10,149,61216.05,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01568,16,42,16511.45,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01569,38,93,33105.49,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-01570,18,218,87937.61,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01571,81,138,52491.2,2,4,3,243,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-01572,38,47,16619.16,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01573,7,87,34565.33,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01574,39,92,39375.85,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01575,2,138,58305.82,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01576,67,98,42239.840000000004,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01577,1,157,70989.21,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01578,81,47,19936.89,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01579,11,222,105869.22,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01580,9,220,113779.54,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01581,7,103,39417.05,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01582,23,140,60055.94,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01583,112,60,20064.63,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01584,169,51,25598.399999999998,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01585,8,91,36840.97,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-01586,18,46,24731.55,4,1,2,412,Need Attention,0.6666666666666667,price_sensitive
CUS-01587,122,45,22211.829999999998,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01588,9,129,55594.3,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01589,38,215,81401.07,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01590,38,85,40200.27,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-01591,96,49,18598.92,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01592,17,221,97616.6,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01593,7,169,67893.48,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01594,84,53,26547.68,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01595,115,51,31262.84,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01596,50,151,67399.22,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01597,96,51,18831.44,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01598,38,92,40847.83,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01599,27,48,17916.73,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01600,83,97,37920.88,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-01601,56,95,41015.47,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01602,153,53,30986.51,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01603,11,99,47201.25,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01604,114,42,15075.19,1,1,1,111,Lost,1.0,price_sensitive
CUS-01605,135,91,38944.73,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01606,28,78,34367.31,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01607,52,84,41759.41,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-01608,10,59,23698.06,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01609,86,96,40671.48,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01610,51,142,58108.12,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01611,77,55,23490.26,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01612,8,252,111648.24,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01613,50,94,42476.97,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01614,52,96,44807.06,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01615,9,241,100573.2,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01616,64,141,56847.04,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01617,53,96,31939.69,2,3,2,232,Need Attention,0.6666666666666667,promo_lover
CUS-01618,75,45,18132.98,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01619,125,106,49210.06,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01620,179,46,21427.55,1,1,1,111,Lost,1.0,price_sensitive
CUS-01621,26,251,105692.01,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01622,64,89,40179.03,2,2,3,223,Need Attention,0.33333333333333337,occasional
CUS-01623,4,259,119510.21,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01624,107,78,29890.5,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01625,51,47,23868.690000000002,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-01626,27,100,35300.76,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-01627,53,132,66494.02,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-01628,97,142,58858.17,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01629,12,110,41559.11,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01630,113,155,70559.95,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01631,11,130,48717.92,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01632,69,48,17679.76,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01633,40,130,51808.57,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01634,158,49,28449.22,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01635,172,36,17552.87,1,1,1,111,Lost,1.0,price_sensitive
CUS-01636,3,128,48264.02,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01637,16,219,90906.01,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01638,137,86,33248.01,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01639,106,92,39735.42,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01640,201,50,19830.19,1,2,1,121,At Risk,1.0,price_sensitive
CUS-01641,7,143,62170.81,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01642,73,58,25660.5,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01643,28,68,37800.22,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01644,112,46,22473.2,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01645,74,96,48567.84,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01646,10,139,51174.56,4,4,3,443,Champions,0.33333333333333337,loyal_full_price
CUS-01647,17,254,95217.96,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01648,39,51,26241.84,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01649,40,97,41270.72,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01650,64,44,23995.13,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-01651,2,233,103737.63,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01652,69,37,13682.52,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01653,27,44,17667.61,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01654,80,50,21544.69,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01655,195,43,11752.33,1,1,1,111,Lost,1.0,price_sensitive
CUS-01656,16,243,98987.91,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01657,51,77,28083.170000000002,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01658,7,98,46131.74,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01659,216,48,16756.48,1,1,1,111,Lost,1.0,price_sensitive
CUS-01660,8,232,99150.12,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01661,17,49,19009.97,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01662,70,42,17511.56,2,1,1,211,At Risk,1.0,price_sensitive
CUS-01663,1,259,113641.47,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01664,8,142,67448.6,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01665,7,142,68902.59,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01666,51,87,37146.86,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01667,71,259,108287.29,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01668,235,48,27825.93,1,1,2,112,Hibernating,0.6666666666666667,price_sensitive
CUS-01669,81,97,41475.59,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01670,71,180,76584.54,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01671,65,138,54958.98,2,4,3,243,Potential Loyalists,0.33333333333333337,loyal_full_price
CUS-01672,12,126,51352.96,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01673,12,51,28968.56,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01674,197,96,38021.28,1,3,2,132,At Risk,0.6666666666666667,promo_lover
CUS-01675,3,135,55311.59,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01676,3,232,113880.38,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01677,3,214,76998.93000000001,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01678,52,51,17455.7,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01679,69,115,45646.56,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01680,52,92,43522.83,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01681,164,57,27962.37,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01682,27,85,38480.27,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-01683,10,230,90715.74,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01684,48,238,92687.68,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01685,108,104,44975.08,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01686,51,109,37654.28,3,3,2,332,Potential Loyalists,0.6666666666666667,promo_lover
CUS-01687,141,50,23053.06,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01688,9,135,62841.270000000004,4,3,4,434,Champions,0.0,loyal_full_price
CUS-01689,69,135,60266.93,2,3,4,234,Potential Loyalists,0.0,loyal_full_price
CUS-01690,109,151,73283.13,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01691,48,93,41657.22,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01692,190,38,14875.51,1,1,1,111,Lost,1.0,price_sensitive
CUS-01693,10,135,54574.36,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01694,172,39,18532.39,1,1,1,111,Lost,1.0,price_sensitive
CUS-01695,117,87,49732.47,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-01696,201,52,23533.66,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01697,114,79,32170.02,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01698,81,49,23541.96,2,1,2,212,At Risk,0.6666666666666667,price_sensitive
CUS-01699,17,39,19895.3,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01700,9,125,59530.840000000004,4,3,4,434,Champions,0.0,loyal_full_price
CUS-01701,17,53,25228.49,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01702,23,222,111375.57,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01703,80,107,50676.15,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01704,9,246,112538.95,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01705,1,99,36719.87,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-01706,8,91,34603.92,4,3,2,432,Loyal,0.6666666666666667,promo_lover
CUS-01707,49,153,65776.9,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01708,62,97,38318.5,2,3,3,233,Need Attention,0.33333333333333337,loyal_full_price
CUS-01709,8,54,22495.18,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01710,92,196,90048.59,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01711,90,89,33307.8,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01712,8,238,100137.88,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01713,114,136,56481.62,1,4,3,143,New Customers,0.33333333333333337,loyal_full_price
CUS-01714,93,79,35501.87,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01715,9,125,53211.38,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01716,80,72,29660.4,2,2,2,222,Need Attention,0.6666666666666667,price_sensitive
CUS-01717,2,89,27415.84,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01718,35,52,22880.6,3,2,2,322,About to Sleep,0.6666666666666667,price_sensitive
CUS-01719,97,158,68920.53,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01720,120,92,39092.18,1,3,3,133,New Customers,0.33333333333333337,loyal_full_price
CUS-01721,82,137,59027.88,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01722,67,154,80719.13,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01723,28,135,61253.12,3,3,4,334,Loyal,0.0,loyal_full_price
CUS-01724,3,55,30087.61,4,2,2,422,Potential Loyalists,0.6666666666666667,price_sensitive
CUS-01725,27,233,101551.39,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01726,226,87,38687.93,1,2,3,123,Need Attention,0.33333333333333337,occasional
CUS-01727,50,45,24628.53,3,1,2,312,Need Attention,0.6666666666666667,price_sensitive
CUS-01728,26,112,49430.7,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01729,27,42,18483.42,3,1,1,311,Hibernating,1.0,price_sensitive
CUS-01730,181,31,20243.59,1,1,1,111,Lost,1.0,price_sensitive
CUS-01731,10,47,16338.22,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01732,96,57,19312.93,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01733,18,37,16301.699999999999,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01734,51,236,114604.57,3,4,4,344,Loyal,0.0,loyal_full_price
CUS-01735,167,54,23812.61,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
CUS-01736,116,155,65193.98,1,4,4,144,New Customers,0.0,loyal_full_price
CUS-01737,17,232,103443.12,4,4,4,444,Champions,0.0,loyal_full_price
CUS-01738,17,104,45932.2,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01739,172,40,17100.42,1,1,1,111,Lost,1.0,price_sensitive
CUS-01740,29,133,53693.98,3,3,3,333,Loyal,0.33333333333333337,loyal_full_price
CUS-01741,53,140,60577.26,2,4,4,244,Potential Loyalists,0.0,loyal_full_price
CUS-01742,2,108,39783.45,4,3,3,433,Loyal,0.33333333333333337,loyal_full_price
CUS-01743,1,36,13161.6,4,1,1,411,Need Attention,1.0,price_sensitive
CUS-01744,96,50,21470.72,2,2,1,221,About to Sleep,1.0,price_sensitive
CUS-01745,27,89,51291.9,3,2,3,323,Potential Loyalists,0.33333333333333337,occasional
CUS-01746,289,57,21821.42,1,2,2,122,At Risk,0.6666666666666667,price_sensitive
